device_id,sensitivity_label,sensor_name,sensor_type,device_type,location,timestamp,value,unit,status
7a83f171-5a7e-40ac-b485-ff80763690b2,Sensitive,infusion_pump,drug_delivery,drug_delivery_device,Patient Room,2025-06-20T18:28:55.443888,32.83,bpm,offline
b763e28b-83ad-402f-8d4a-687007d8fed8,Non-sensitive,air_quality_sensor,environmental,environmental_device,Lab,2025-06-19T10:03:55.443902,OFF,kWh,active
f021fce1-346e-4698-9059-0f9a15d92f3d,Non-sensitive,light_sensor,lighting,lighting_device,Office,2025-06-21T09:15:55.443916,ON,lux,active
ce96604d-cd81-432d-a3e5-53d5475954a1,Sensitive,cash_counter_sensor,weight,weight_device,Teller Counter,2025-06-22T19:59:55.443930,OFF,kWh,active
957f88e0-1382-4c93-89de-90add1faf509,Non-sensitive,refrigerator_sensor,storage_monitor,storage_monitor_device,Pharmacy,2025-06-23T07:00:55.443949,77.52,°C,idle
108efba6-417a-4a67-88f2-61c09a0eda54,Non-sensitive,temperature_sensor,temperature,temperature_device,Server Room,2025-06-22T04:25:55.443990,OFF,boolean,offline
92b066d4-fafc-443a-a053-3988fa048e7e,Sensitive,RFID_patient_tracker,location_tracking,location_tracking_device,Ward,2025-06-20T04:19:55.444021,11.05,lux,active
b8a6df37-fd85-4a5e-a7c5-c0f58137b436,Sensitive,RFID_patient_tracker,location_tracking,location_tracking_device,Ward,2025-06-22T05:46:55.444039,89.02,boolean,idle
a2aeb5e9-76ae-4b56-b670-2d7b44829dd6,Sensitive,ECG_sensor,biometric,biometric_device,ER,2025-06-22T04:05:55.444072,ON,%,idle
44686031-0e1e-47f3-a4f9-9a712def288f,Non-sensitive,room_temp_sensor,temperature,temperature_device,Ward,2025-06-22T19:53:55.444104,ON,lux,active
fe756f21-29d6-4172-ae1d-c600c7cb1ccf,Sensitive,cash_counter_sensor,weight,weight_device,Teller Counter,2025-06-22T10:05:55.444121,OFF,boolean,active
927144fd-d909-4d78-92eb-363a8c95980a,Sensitive,motion_detector,motion,motion_device,Lobby,2025-06-19T14:02:55.444156,OFF,°C,idle
f3d170fe-7996-48bd-8c92-20198bacadb4,Sensitive,ventilator,respiratory,respiratory_device,ICU,2025-06-20T14:24:55.444171,89.94,%,offline
382378bf-014b-4735-a518-66caf28184ab,Non-sensitive,energy_meter,power_monitor,power_monitor_device,Branch Office,2025-06-19T22:55:55.444185,10.91,lux,active
1d635666-9964-496e-8c8f-43df617c76e1,Sensitive,atm_camera,video,video_device,ATM,2025-06-20T18:33:55.444204,ON,lux,active
834c4a85-6ba1-4448-a1c9-5dddade947bd,Non-sensitive,energy_meter,power_monitor,power_monitor_device,Branch Office,2025-06-18T20:58:55.444221,22.07,kWh,idle
a379e935-be26-4d86-a888-3982433408ad,Sensitive,infusion_pump,drug_delivery,drug_delivery_device,Patient Room,2025-06-19T09:27:55.444264,OFF,bpm,offline
12f6c1f3-594a-41ef-bad8-638853c4072d,Sensitive,infusion_pump,drug_delivery,drug_delivery_device,Patient Room,2025-06-19T18:53:55.444278,ON,lux,idle
408c74c0-8803-47ca-bba1-15c90023a2f6,Sensitive,ECG_sensor,biometric,biometric_device,ER,2025-06-21T03:19:55.444293,ON,bpm,idle
f22d28fe-ae54-4003-a829-8ffa57424900,Sensitive,ECG_sensor,biometric,biometric_device,ER,2025-06-25T12:40:55.444307,OFF,%,offline
c850194f-30fb-42cb-bedc-8b867ccd3f78,Sensitive,infusion_pump,drug_delivery,drug_delivery_device,Patient Room,2025-06-20T05:31:55.444330,ON,lux,idle
ea2e56e3-1933-45a8-b0f0-e5cb4a0bbb1d,Non-sensitive,air_quality_sensor,environmental,environmental_device,Lab,2025-06-22T16:00:55.444350,ON,bpm,offline
149a0b00-d959-4443-99d1-bd18e4e23a28,Sensitive,vault_door_sensor,access_control,access_control_device,Vault,2025-06-24T02:44:55.444363,ON,kWh,offline
3590da5a-bcfb-44fc-89b4-59634f02cf22,Non-sensitive,room_temp_sensor,temperature,temperature_device,Ward,2025-06-19T18:30:55.444379,ON,°C,idle
8f3876a9-6426-420e-abd1-ea1ef096d591,Non-sensitive,door_sensor,access_control,access_control_device,Operating Room,2025-06-22T12:05:55.444394,68.79,°C,idle
072c99fc-8b20-4e3c-9bea-703db33ff7a8,Non-sensitive,humidity_sensor,environmental,environmental_device,Data Center,2025-06-23T21:30:55.444411,ON,bpm,idle
4ab9fdcc-da39-4434-b04c-6ad8782b5d87,Non-sensitive,air_quality_sensor,environmental,environmental_device,Lab,2025-06-24T20:17:55.444426,ON,kWh,active
ef9d21b8-db3b-416f-964e-4d876259c475,Sensitive,ventilator,respiratory,respiratory_device,ICU,2025-06-21T16:29:55.444448,ON,boolean,offline
852b9cbc-56b8-4097-8d3e-6979d826fb49,Sensitive,atm_camera,video,video_device,ATM,2025-06-23T09:44:55.444474,25.34,boolean,offline
a6c44dff-af66-4ec9-9462-d9d2b6708c87,Sensitive,cash_counter_sensor,weight,weight_device,Teller Counter,2025-06-21T15:37:55.444489,83.5,lux,offline
0e524254-3052-4b55-afde-663e3068a635,Sensitive,ventilator,respiratory,respiratory_device,ICU,2025-06-22T19:02:55.444505,19.78,kWh,active
f4fc9970-c9fc-4ccd-9d45-4b9e5c05bd6c,Sensitive,patient_monitor,biometric,biometric_device,ICU,2025-06-21T02:04:55.444522,24.28,boolean,idle
