device_id,sensor_name,sensor_type,device_type,location,timestamp,value,unit,status,sensitivity_label
84d2afae-bdbb-4902-9840-4d5e15a21c09,air_quality_sensor,environmental,environmental_device,Lab,2025-06-19T22:40:45.909947,ON,bpm,offline,Non-sensitive
1f47b35c-111b-4c29-baa7-a450948039af,ventilator,respiratory,respiratory_device,ICU,2025-06-20T17:28:45.909994,ON,%,idle,Sensitive
68c6476b-ba5d-43ae-9d94-b95190dd8267,patient_monitor,biometric,biometric_device,ICU,2025-06-22T22:31:45.910017,57.52,°C,active,Sensitive
49d461b5-6dc7-414c-83a5-690577d2bde7,door_sensor,access_control,access_control_device,Operating Room,2025-06-23T12:14:45.910047,OFF,%,active,Sensitive
ed96442f-ac23-4e05-b6fd-7a636753f147,ECG_sensor,biometric,biometric_device,ER,2025-06-21T20:38:45.910081,ON,bpm,offline,Sensitive
0a7f5b00-3645-489d-a6f0-a68487f9446c,energy_meter,power_monitor,power_monitor_device,Branch Office,2025-06-22T23:46:45.910120,OFF,%,offline,Non-sensitive
2b2bb64d-c5ef-497e-b1f9-b85e3267323f,light_sensor,lighting,lighting_device,Office,2025-06-18T16:45:45.910146,17.15,kWh,idle,Non-sensitive
07de954d-b2ac-4cc2-b5cf-86fe185251aa,motion_detector,motion,motion_device,Lobby,2025-06-22T21:20:45.910162,OFF,°C,active,Sensitive
e0d3c045-96bd-475c-99c6-8af50318a502,ventilator,respiratory,respiratory_device,ICU,2025-06-19T22:52:45.910177,65.32,%,active,Sensitive
d5bc2286-ad88-4676-8b21-06db3a75d9d3,door_sensor,access_control,access_control_device,Operating Room,2025-06-22T07:31:45.910223,OFF,lux,idle,Sensitive
507eae01-34f7-4179-a9a1-da7ecbd07bbd,light_sensor,lighting,lighting_device,Office,2025-06-19T13:17:45.910259,OFF,lux,offline,Non-sensitive
c7d38195-c363-46bb-a298-4ccbcfd2c418,biometric_access_reader,biometric,biometric_device,Entrance,2025-06-23T04:02:45.910300,20.49,bpm,idle,Sensitive
70691fe4-2c5c-42db-b63a-446cdcaba6f8,biometric_access_reader,biometric,biometric_device,Entrance,2025-06-20T16:54:45.910318,OFF,boolean,active,Sensitive
45702cdf-176d-44fd-85be-42096f4e6767,temperature_sensor,temperature,temperature_device,Server Room,2025-06-21T04:38:45.910342,ON,kWh,idle,Non-sensitive
074d29e2-27b6-4d65-911c-f882bed8162a,infusion_pump,drug_delivery,drug_delivery_device,Patient Room,2025-06-21T04:07:45.910377,70.21,°C,active,Sensitive
3a6af93b-8000-4f45-ad73-fcd75baf77bd,door_sensor,access_control,access_control_device,Operating Room,2025-06-18T03:31:45.910416,OFF,lux,offline,Sensitive
47d3405e-d659-429c-9fd1-ec6f39870835,room_temp_sensor,temperature,temperature_device,Ward,2025-06-20T09:20:45.910437,OFF,boolean,offline,Non-sensitive
4db28891-2a3d-49ac-a39a-dc352da352e9,vault_door_sensor,access_control,access_control_device,Vault,2025-06-23T17:38:45.910462,OFF,boolean,active,Sensitive
5679153b-3c18-4c2d-b6b4-fbf146e2ba2f,atm_camera,video,video_device,ATM,2025-06-20T15:58:45.910486,OFF,bpm,active,Sensitive
a47bb458-c3e1-492d-8a9a-af61162ae46d,humidity_sensor,environmental,environmental_device,Data Center,2025-06-20T15:59:45.910506,ON,%,offline,Non-sensitive
cec44373-9c93-4ee0-b317-58844d300127,patient_monitor,biometric,biometric_device,ICU,2025-06-24T11:15:45.910527,ON,kWh,idle,Sensitive
657a2f52-8fe8-4c4e-a881-3f7a77226c7d,energy_meter,power_monitor,power_monitor_device,Branch Office,2025-06-22T03:39:45.910571,OFF,kWh,active,Non-sensitive
c4061d2b-3a8f-47ea-8c0b-f5cc872b162e,refrigerator_sensor,storage_monitor,storage_monitor_device,Pharmacy,2025-06-21T03:49:45.910647,ON,%,idle,Non-sensitive
ec9fdf4f-d189-4594-837b-964934ec96b2,vault_door_sensor,access_control,access_control_device,Vault,2025-06-23T06:24:45.910681,ON,%,active,Sensitive
6d5e0ec6-cc98-44e8-a975-41c6e9f6a448,room_temp_sensor,temperature,temperature_device,Ward,2025-06-23T14:05:45.910801,36.22,kWh,idle,Non-sensitive
9cc300e9-84ab-4a5f-9353-0fd973e68e39,ECG_sensor,biometric,biometric_device,ER,2025-06-22T10:26:45.910880,ON,lux,active,Sensitive
41782015-0124-4ef6-865b-81fdca91f388,RFID_patient_tracker,location_tracking,location_tracking_device,Ward,2025-06-20T19:22:45.910907,OFF,°C,idle,Sensitive
ef099f87-340d-4449-9892-c0507fcd1adc,RFID_patient_tracker,location_tracking,location_tracking_device,Ward,2025-06-24T07:21:45.910956,OFF,lux,active,Sensitive
21ab8f31-332f-45f1-9463-f2d085684b88,door_sensor,access_control,access_control_device,Operating Room,2025-06-21T17:11:45.910984,OFF,boolean,active,Sensitive
04432a37-7449-40a4-9343-7da5d8a49764,nurse_call_button,signal,signal_device,Bedside,2025-06-19T21:10:45.911503,17.26,bpm,offline,Sensitive
ff35a961-0ab4-46a3-b9d3-e22aad49f409,infusion_pump,drug_delivery,drug_delivery_device,Patient Room,2025-06-21T11:47:45.911558,ON,lux,idle,Sensitive
6e1c4b1c-8329-4200-898f-4edf8b32432d,biometric_access_reader,biometric,biometric_device,Entrance,2025-06-24T07:52:45.911580,ON,lux,active,Sensitive
